CNPJ, RazaoSocial, Trimestre, Ano, ValorDespesas
36263502000152, CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA, 3º Trimestre, 2025, 4949606.18
17845504000105, UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 15722257.2
17845504000105, UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 32348061.08
17845504000105, UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 48679473.94
05029064000139, SAÚDE SANTA TEREZA LTDA, 1º Trimestre, 2025, 23217872.7
05029064000139, SAÚDE SANTA TEREZA LTDA, 2º Trimestre, 2025, 48276649.67
05029064000139, SAÚDE SANTA TEREZA LTDA, 3º Trimestre, 2025, 75131198.29
14946109000120, ASSOCIAÇÃO SÃO FRANCISCO VIDA, 1º Trimestre, 2025, 26965284.36
14946109000120, ASSOCIAÇÃO SÃO FRANCISCO VIDA, 2º Trimestre, 2025, 60262941.32
14946109000120, ASSOCIAÇÃO SÃO FRANCISCO VIDA, 3º Trimestre, 2025, 92688983.77
69289171000189, ATÍVIA SERVIÇOS DE SAÚDE S/A, 2º Trimestre, 2025, 5667949.25
69289171000189, ATÍVIA SERVIÇOS DE SAÚDE S/A, 3º Trimestre, 2025, 7933842.06
03773153000160, TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA, 1º Trimestre, 2025, 6256184.89
03773153000160, TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA, 2º Trimestre, 2025, 14317818.72
03773153000160, TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA, 3º Trimestre, 2025, 23322226.11
02315431000172, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL, 1º Trimestre, 2025, 52202000.51
02315431000172, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL, 2º Trimestre, 2025, 111906097.49
02315431000172, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL, 3º Trimestre, 2025, 177373785.54
02127779000136, LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA, 1º Trimestre, 2025, 14675116.08
02127779000136, LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA, 2º Trimestre, 2025, 27929243.86
02127779000136, LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA, 3º Trimestre, 2025, 39626206.65
03990914000135, ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA, 1º Trimestre, 2025, 2109962.2
03990914000135, ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA, 2º Trimestre, 2025, 4186593.75
03990914000135, ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA, 3º Trimestre, 2025, 6321058.04
02597394000132, UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 27021654.72
02597394000132, UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 55147098.13
02597394000132, UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 84685713.3
85246916000189, COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO, 1º Trimestre, 2025, 6720140.76
85246916000189, COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO, 2º Trimestre, 2025, 14103617.78
85246916000189, COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO, 3º Trimestre, 2025, 22237962.49
35657268000185, ASSOCIAÇÃO DE SAÚDE DO VALE, 1º Trimestre, 2025, 13365647.71
35657268000185, ASSOCIAÇÃO DE SAÚDE DO VALE, 2º Trimestre, 2025, 27502948.61
35657268000185, ASSOCIAÇÃO DE SAÚDE DO VALE, 3º Trimestre, 2025, 45674740.91
45309606000141, UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES, 1º Trimestre, 2025, 21169063.32
45309606000141, UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES, 2º Trimestre, 2025, 48594872.14
45309606000141, UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES, 3º Trimestre, 2025, 72103364.8
54012406000113, UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 18056053.71
54012406000113, UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 37150505.88
54012406000113, UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 57969387.8
00532888000103, UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 1047906.15
00532888000103, UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 2412356.45
00532888000103, UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 4148696.97
29117294000118, PLANO SIGMA SAÚDE LTDA, 1º Trimestre, 2025, 376454.29
29117294000118, PLANO SIGMA SAÚDE LTDA, 3º Trimestre, 2025, 382083.71
00366982000130, CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO, 1º Trimestre, 2025, 11588748.44
00366982000130, CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO, 2º Trimestre, 2025, 20966184.3
00366982000130, CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO, 3º Trimestre, 2025, 33392228.29
49481538000154, SAUDIA ASSISTENCIA MÉDICA LTDA, 1º Trimestre, 2025, 1487.48
49481538000154, SAUDIA ASSISTENCIA MÉDICA LTDA, 2º Trimestre, 2025, 13848.69
49481538000154, SAUDIA ASSISTENCIA MÉDICA LTDA, 3º Trimestre, 2025, 154126.9
16921561000163, UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA, 1º Trimestre, 2025, 21148782.84
16921561000163, UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA, 2º Trimestre, 2025, 42257622.11
16921561000163, UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA, 3º Trimestre, 2025, 61300630.15
35917970000130, UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 26127483.53
35917970000130, UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 54599793.54
35917970000130, UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 83826183.31
15323270000100, ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA, 1º Trimestre, 2025, 13798679.07
15323270000100, ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA, 2º Trimestre, 2025, 29383732.54
15323270000100, ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA, 3º Trimestre, 2025, 49180474.87
42939207000176, UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 1010860.04
42939207000176, UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 2005148.16
42939207000176, UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 2955511.11
82996703000186, UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA, 1º Trimestre, 2025, 18624103.85
82996703000186, UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA, 2º Trimestre, 2025, 40816170.04
82996703000186, UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA, 3º Trimestre, 2025, 64727985.29
69099307000198, CROWN ODONTOLOGIA DE GRUPO LTDA, 1º Trimestre, 2025, 246697.19
69099307000198, CROWN ODONTOLOGIA DE GRUPO LTDA, 2º Trimestre, 2025, 550186.44
69099307000198, CROWN ODONTOLOGIA DE GRUPO LTDA, 3º Trimestre, 2025, 846314.28
05774975000190, SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA, 1º Trimestre, 2025, 1979318.83
05774975000190, SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA, 2º Trimestre, 2025, 4239782.82
05774975000190, SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA, 3º Trimestre, 2025, 6480097.46
50876139000171, NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA, 1º Trimestre, 2025, 20158382.97
50876139000171, NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA, 2º Trimestre, 2025, 37456580.43
50876139000171, NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA, 3º Trimestre, 2025, 61912675.18
03494031000134, COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS, 1º Trimestre, 2025, 1420984.87
03494031000134, COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS, 2º Trimestre, 2025, 2691664.56
03494031000134, COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS, 3º Trimestre, 2025, 4107153.7
60214517000105, UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO, 1º Trimestre, 2025, 64199008.49
60214517000105, UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO, 2º Trimestre, 2025, 132313763.07
60214517000105, UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO, 3º Trimestre, 2025, 198781618.81
43643139000166, UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS, 1º Trimestre, 2025, 59186490.88
43643139000166, UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS, 2º Trimestre, 2025, 99393922.89
43643139000166, UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS, 3º Trimestre, 2025, 150816359.33
21490586000190, COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE, 1º Trimestre, 2025, 44479727.75
21490586000190, COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE, 2º Trimestre, 2025, 94213975.87
21490586000190, COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE, 3º Trimestre, 2025, 144232551.92
54370630000187, IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA, 1º Trimestre, 2025, 41285514.14
54370630000187, IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA, 2º Trimestre, 2025, 96983852.69
54370630000187, IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA, 3º Trimestre, 2025, 157366743.98
58554194000157, UNIC ASSISTENCIA MEDICA LTDA, 3º Trimestre, 2025, 0.0
00034259000153, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA, 1º Trimestre, 2025, 6548225.44
00034259000153, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA, 2º Trimestre, 2025, 13023874.99
00034259000153, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA, 3º Trimestre, 2025, 19046156.08
13223975000120, CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A, 1º Trimestre, 2025, 375699.46
13223975000120, CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A, 2º Trimestre, 2025, 130277.56
13223975000120, CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A, 3º Trimestre, 2025, -125205.95
07649106000160, UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA, 1º Trimestre, 2025, 7448709.19
07649106000160, UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA, 2º Trimestre, 2025, 15533408.24
07649106000160, UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA, 3º Trimestre, 2025, 25400932.17
52852100000140, IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO, 1º Trimestre, 2025, 8344111.09
52852100000140, IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO, 2º Trimestre, 2025, 16426277.67
52852100000140, IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO, 3º Trimestre, 2025, 26820316.07
38272479000198, PB ASSISTENCIA MEDICA EU LTDA, 1º Trimestre, 2025, 2887912.62
38272479000198, PB ASSISTENCIA MEDICA EU LTDA, 2º Trimestre, 2025, 7139363.13
38272479000198, PB ASSISTENCIA MEDICA EU LTDA, 3º Trimestre, 2025, 12984616.3
47325263000134, ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE, 1º Trimestre, 2025, 813879.99
47325263000134, ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE, 2º Trimestre, 2025, 1688428.72
47325263000134, ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE, 3º Trimestre, 2025, 1913294.74
24645912000189, PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA, 1º Trimestre, 2025, 9938173.75
24645912000189, PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA, 2º Trimestre, 2025, 20113382.76
24645912000189, PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA, 3º Trimestre, 2025, 29218081.12
20909271000171, UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 12847082.5
20909271000171, UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 26873011.91
20909271000171, UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 41897981.82
27067508000163, ASSOCIAÇÃO SÃO LUIZ SAÚDE, 1º Trimestre, 2025, 16149743.9
27067508000163, ASSOCIAÇÃO SÃO LUIZ SAÚDE, 2º Trimestre, 2025, 29941191.98
27067508000163, ASSOCIAÇÃO SÃO LUIZ SAÚDE, 3º Trimestre, 2025, 44933750.79
23869306000184, ASSOCIAÇÃO PADRE ALBINO SAÚDE, 1º Trimestre, 2025, 20725758.57
23869306000184, ASSOCIAÇÃO PADRE ALBINO SAÚDE, 2º Trimestre, 2025, 50982414.75
23869306000184, ASSOCIAÇÃO PADRE ALBINO SAÚDE, 3º Trimestre, 2025, 83223846.6
00773639000100, CENTRO CLÍNICO GAÚCHO LTDA, 1º Trimestre, 2025, 29780944.43
00773639000100, CENTRO CLÍNICO GAÚCHO LTDA, 2º Trimestre, 2025, 59070414.69
00773639000100, CENTRO CLÍNICO GAÚCHO LTDA, 3º Trimestre, 2025, 90282442.9
36503186000149, LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A, 1º Trimestre, 2025, 33692307.42
36503186000149, LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A, 2º Trimestre, 2025, 76698865.02
36503186000149, LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A, 3º Trimestre, 2025, 126861346.5
37442364000131, ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA, 1º Trimestre, 2025, 0.0
37442364000131, ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA, 2º Trimestre, 2025, 0.0
37442364000131, ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA, 3º Trimestre, 2025, 0.0
02849393000138, BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA, 1º Trimestre, 2025, 71636506.94
02849393000138, BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA, 2º Trimestre, 2025, 144666728.93
02849393000138, BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA, 3º Trimestre, 2025, 213405606.98
45399961000159, UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 96477765.99
45399961000159, UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 207110948.1
45399961000159, UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 320248119.05
40038813000195, SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA, 1º Trimestre, 2025, 440204.69
40038813000195, SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA, 2º Trimestre, 2025, 1495797.49
40038813000195, SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA, 3º Trimestre, 2025, 2566757.59
45171402000197, UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 4219553.7
45171402000197, UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 8569076.57
45171402000197, UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 13149334.89
78738101000151, DENTAL UNI - COOPERATIVA ODONTOLÓGICA, 1º Trimestre, 2025, 10206036.88
78738101000151, DENTAL UNI - COOPERATIVA ODONTOLÓGICA, 2º Trimestre, 2025, 20906576.86
78738101000151, DENTAL UNI - COOPERATIVA ODONTOLÓGICA, 3º Trimestre, 2025, 32747670.23
12585261000108, FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV, 1º Trimestre, 2025, 26373605.14
12585261000108, FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV, 2º Trimestre, 2025, 59898479.32
12585261000108, FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV, 3º Trimestre, 2025, 92515079.4
03548273000163, MEDIC GLOBAL PLANOS DE SAÚDE LTDA, 1º Trimestre, 2025, 1651773.08
03548273000163, MEDIC GLOBAL PLANOS DE SAÚDE LTDA, 2º Trimestre, 2025, 3506220.1
03548273000163, MEDIC GLOBAL PLANOS DE SAÚDE LTDA, 3º Trimestre, 2025, 6272267.16
55990451000105, SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA, 1º Trimestre, 2025, 3893478.93
55990451000105, SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA, 2º Trimestre, 2025, 9718537.24
55990451000105, SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA, 3º Trimestre, 2025, 15496982.04
66491036000123, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ, 1º Trimestre, 2025, 1169156.88
66491036000123, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ, 2º Trimestre, 2025, 1991813.99
66491036000123, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ, 3º Trimestre, 2025, 2884961.2
27452545000195, 2CARE OPERADORA DE SAÚDE LTDA, 1º Trimestre, 2025, 60365123.97
27452545000195, 2CARE OPERADORA DE SAÚDE LTDA, 2º Trimestre, 2025, 122824222.77
27452545000195, 2CARE OPERADORA DE SAÚDE LTDA, 3º Trimestre, 2025, 176088390.96
03123146000112, BIO SAÚDE SERVIÇOS MÉDICOS LTDA, 1º Trimestre, 2025, 479756.34
03123146000112, BIO SAÚDE SERVIÇOS MÉDICOS LTDA, 2º Trimestre, 2025, 970226.59
03123146000112, BIO SAÚDE SERVIÇOS MÉDICOS LTDA, 3º Trimestre, 2025, 1664014.88
40246859000108, ODILE SERVIÇOS DE SAÚDE LTDA, 1º Trimestre, 2025, 335240.73
40246859000108, ODILE SERVIÇOS DE SAÚDE LTDA, 2º Trimestre, 2025, 572112.86
40246859000108, ODILE SERVIÇOS DE SAÚDE LTDA, 3º Trimestre, 2025, 986028.02
59901454000186, SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE, 1º Trimestre, 2025, 5709588.02
59901454000186, SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE, 2º Trimestre, 2025, 12275690.17
59901454000186, SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE, 3º Trimestre, 2025, 16959739.69
44945962000199, SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS, 1º Trimestre, 2025, 770292.27
44945962000199, SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS, 2º Trimestre, 2025, 1287004.91
44945962000199, SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS, 3º Trimestre, 2025, 1828790.43
20160828000114, ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ, 1º Trimestre, 2025, 1526126.0
20160828000114, ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ, 2º Trimestre, 2025, 2576714.01
20160828000114, ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ, 3º Trimestre, 2025, 4454951.67
66453168000160, UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 3299917.63
66453168000160, UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 5448227.73
66453168000160, UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 8568974.47
13001218000102, ASSOCIAÇÃO SANTA SAÚDE, 1º Trimestre, 2025, 74172728.99
13001218000102, ASSOCIAÇÃO SANTA SAÚDE, 2º Trimestre, 2025, 155536969.49
13001218000102, ASSOCIAÇÃO SANTA SAÚDE, 3º Trimestre, 2025, 218144386.07
00494870000164, UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 11440563.46
00494870000164, UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 22751249.68
00494870000164, UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 34189419.91
01648339000161, VITA ASSISTÊNCIA A SAÚDE LTDA, 1º Trimestre, 2025, 2273571.61
01648339000161, VITA ASSISTÊNCIA A SAÚDE LTDA, 2º Trimestre, 2025, 15233172.46
01648339000161, VITA ASSISTÊNCIA A SAÚDE LTDA, 3º Trimestre, 2025, 26920881.21
00665690000106, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA, 1º Trimestre, 2025, 751696.23
00665690000106, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA, 2º Trimestre, 2025, 1693534.0
00665690000106, ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA, 3º Trimestre, 2025, 2628652.93
37313475000148, UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 14526418.43
37313475000148, UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 29669544.3
37313475000148, UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 44629792.53
59499251000105, UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 2457289.78
59499251000105, UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 5549376.26
59499251000105, UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 8257054.39
71753297000104, ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA, 1º Trimestre, 2025, 2252244.83
71753297000104, ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA, 2º Trimestre, 2025, 5064616.53
71753297000104, ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA, 3º Trimestre, 2025, 7828620.12
41432461000110, TEMPO MED PLANO DE SAUDE LTDA, 1º Trimestre, 2025, 7407299.89
41432461000110, TEMPO MED PLANO DE SAUDE LTDA, 2º Trimestre, 2025, 15974723.91
41432461000110, TEMPO MED PLANO DE SAUDE LTDA, 3º Trimestre, 2025, 25340937.27
87689527000153, UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 9926686.59
87689527000153, UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 20989449.28
87689527000153, UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 33150276.38
57149775000140, UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 3377007.53
57149775000140, UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 6740709.08
57149775000140, UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 10535189.71
87497368000195, UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 41019151.88
87497368000195, UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 84584307.15
87497368000195, UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 130861765.67
76590884000143, UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD, 1º Trimestre, 2025, 68702865.78
76590884000143, UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD, 2º Trimestre, 2025, 147426604.04
76590884000143, UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD, 3º Trimestre, 2025, 232681839.05
43047552000168, AMPLITUDE PLANOS DE SAUDE LTDA, 1º Trimestre, 2025, 0.0
43047552000168, AMPLITUDE PLANOS DE SAUDE LTDA, 2º Trimestre, 2025, 0.0
43047552000168, AMPLITUDE PLANOS DE SAUDE LTDA, 3º Trimestre, 2025, 0.0
76882612000117, CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA, 1º Trimestre, 2025, 60926603.39
76882612000117, CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA, 2º Trimestre, 2025, 126024915.28
76882612000117, CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA, 3º Trimestre, 2025, 173655816.28
